*Time,*Loop,*Phase,*Blockloop,*PowerMode,*Send_CMD,*Receive_CMD
2023/12/27 12:00:47:9508,,,,NULL,FA 52 02 06 01,
2023/12/27 12:00:48:3167,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:00:49:1535,,,,NULL,FA 52 01 04 01,
2023/12/27 12:00:49:4769,,,,NULL,FA 52 02 04 01,
2023/12/27 12:00:49:7988,,,,NULL,FA 52 03 04 01,
2023/12/27 12:00:50:8884,,,,NULL,FA 52 01 06 01,
2023/12/27 12:00:51:2123,,,,NULL,FA 52 02 06 01,
2023/12/27 12:00:51:5371,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:00:52:5204,,,,NULL,FA 52 01 04 01,
2023/12/27 12:00:52:8558,,,,NULL,FA 52 02 04 01,
2023/12/27 12:00:53:1887,,,,NULL,FA 52 03 04 01,
2023/12/27 12:00:54:4086,,,,NULL,FA 52 01 06 01,
2023/12/27 12:00:54:7197,,,,NULL,FA 52 02 06 01,
2023/12/27 12:00:55:0486,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:00:55:8524,,,,NULL,FA 52 01 04 01,
2023/12/27 12:00:56:1909,,,,NULL,FA 52 02 04 01,
2023/12/27 12:00:56:5150,,,,NULL,FA 52 03 04 01,
2023/12/27 12:00:57:7027,,,,NULL,FA 52 01 06 01,
2023/12/27 12:00:58:0388,,,,NULL,FA 52 02 06 01,
2023/12/27 12:00:58:3729,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:00:59:2435,,,,NULL,FA 52 01 04 01,
2023/12/27 12:00:59:5691,,,,NULL,FA 52 02 04 01,
2023/12/27 12:00:59:9047,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:01:1513,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:01:5007,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:01:8246,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:02:6067,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:02:9399,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:03:2628,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:04:5122,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:04:8447,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:05:1774,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:05:9935,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:06:3278,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:06:6933,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:08:0205,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:08:3665,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:08:7204,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:09:4047,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:09:7408,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:10:0619,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:11:4107,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:11:7336,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:12:0659,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:12:7717,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:13:1152,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:13:4380,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:14:5326,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:14:8656,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:15:1777,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:16:1353,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:16:4574,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:16:8153,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:18:1383,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:18:4749,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:18:7854,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:19:4921,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:19:8133,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:20:1244,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:21:3457,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:21:6793,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:22:0015,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:22:8602,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:23:1822,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:23:5074,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:24:6511,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:24:9954,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:25:3385,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:26:2296,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:26:5516,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:26:8849,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:28:0359,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:28:3639,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:28:7104,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:29:6260,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:29:9700,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:30:2929,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:31:4966,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:31:8207,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:32:1531,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:33:0239,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:33:3670,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:33:6891,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:34:9258,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:35:2700,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:35:6039,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:36:3738,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:36:7070,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:37:0170,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:38:2951,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:38:6171,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:38:9383,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:39:7556,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:40:0999,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:40:4569,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:41:7665,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:42:1106,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:42:4585,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:43:1307,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:43:4738,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:43:8087,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:45:1434,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:45:4670,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:45:7929,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:46:5097,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:46:8586,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:47:1702,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:48:4465,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:48:7895,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:49:1221,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:49:8727,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:50:2179,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:50:5310,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:51:6665,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:52:0034,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:52:3357,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:53:2602,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:53:5843,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:53:9064,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:55:0782,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:55:3890,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:55:7170,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:01:56:6196,,,,NULL,FA 52 01 04 01,
2023/12/27 12:01:56:9457,,,,NULL,FA 52 02 04 01,
2023/12/27 12:01:57:2808,,,,NULL,FA 52 03 04 01,
2023/12/27 12:01:58:3943,,,,NULL,FA 52 01 06 01,
2023/12/27 12:01:58:7369,,,,NULL,FA 52 02 06 01,
2023/12/27 12:01:59:0720,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:02:00:0075,,,,NULL,FA 52 01 04 01,
2023/12/27 12:02:00:3516,,,,NULL,FA 52 02 04 01,
2023/12/27 12:02:00:6837,,,,NULL,FA 52 03 04 01,
2023/12/27 12:02:01:9374,,,,NULL,FA 52 01 06 01,
2023/12/27 12:02:02:2715,,,,NULL,FA 52 02 06 01,
2023/12/27 12:02:02:6039,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:02:03:3756,,,,NULL,FA 52 01 04 01,
2023/12/27 12:02:03:7025,,,,NULL,FA 52 02 04 01,
2023/12/27 12:02:04:0128,,,,NULL,FA 52 03 04 01,
2023/12/27 12:02:05:2899,,,,NULL,FA 52 01 06 01,
2023/12/27 12:02:05:6335,,,,NULL,FA 52 02 06 01,
2023/12/27 12:02:05:9655,0,B-1,1,NULL,FA 52 03 06 01,
2023/12/27 12:03:06:3759,,,,NULL,FA 57 00 02 01,
2023/12/27 12:03:11:4416,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:11:7630,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:13:1605,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:13:4974,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:13:8216,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:14:7690,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:15:1019,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:15:4361,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:16:8341,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:17:1771,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:17:5201,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:18:1597,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:18:4927,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:18:8477,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:20:2555,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:20:6001,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:20:9352,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:21:5209,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:21:8647,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:22:1902,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:23:2552,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:23:5881,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:23:9421,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:24:9115,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:25:2438,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:25:5881,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:26:8026,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:27:1475,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:27:4806,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:28:2736,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:28:5947,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:28:9382,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:30:0418,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:30:3671,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:30:6805,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:31:6491,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:31:9982,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:32:3311,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:33:5060,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:33:8282,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:34:1381,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:34:9856,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:35:3288,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:35:6718,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:36:9257,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:37:2476,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:37:5826,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:38:3669,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:38:7006,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:39:0329,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:40:2723,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:40:5956,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:40:9386,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:41:7438,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:42:0827,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:42:4093,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:43:7451,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:44:0772,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:44:4203,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:45:1161,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:45:4386,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:45:7838,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:47:1082,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:47:4530,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:47:7874,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:48:4933,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:48:8375,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:49:1925,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:50:5863,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:50:9192,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:51:2659,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:51:8632,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:52:2009,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:52:5333,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:53:8415,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:54:1986,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:54:5429,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:55:2277,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:55:5609,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:55:9051,,,,NULL,FA 52 03 04 01,
2023/12/27 12:03:57:0869,,,,NULL,FA 52 01 06 01,
2023/12/27 12:03:57:4201,,,,NULL,FA 52 02 06 01,
2023/12/27 12:03:57:7533,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:03:58:6127,,,,NULL,FA 52 01 04 01,
2023/12/27 12:03:58:9450,,,,NULL,FA 52 02 04 01,
2023/12/27 12:03:59:2662,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:00:5300,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:00:8717,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:01:2089,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:02:0159,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:02:3285,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:02:6514,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:03:8939,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:04:2300,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:04:5411,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:05:3451,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:05:6664,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:05:9965,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:07:1612,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:07:5052,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:07:8266,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:08:7323,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:09:0441,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:09:3887,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:10:5929,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:10:9255,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:11:2590,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:12:0979,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:12:4196,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:12:7303,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:13:9581,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:14:2860,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:14:6181,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:15:4984,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:15:8205,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:16:1635,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:17:3972,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:17:7187,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:18:0626,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:18:8664,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:19:1993,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:19:5474,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:20:8140,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:21:1681,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:21:5042,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:22:2534,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:22:5972,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:22:9427,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:24:3029,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:24:6459,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:24:9714,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:25:6231,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:25:9552,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:26:3093,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:27:6780,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:28:0001,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:28:3572,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:29:0210,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:29:3533,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:29:7081,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:30:9716,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:31:3053,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:31:6521,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:32:4163,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:32:7265,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:33:0805,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:34:2417,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:34:5637,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:34:8847,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:35:7448,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:36:0674,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:36:3898,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:37:5467,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:37:8787,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:38:2328,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:39:1483,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:39:4705,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:39:8155,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:40:9908,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:41:3235,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:41:7016,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:42:5893,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:42:9102,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:43:2539,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:44:4744,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:44:8204,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:45:1534,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:45:9686,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:46:3028,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:46:6252,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:47:8859,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:48:2194,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:48:5632,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:49:3349,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:49:6680,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:49:9893,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:51:2658,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:51:5999,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:51:9230,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:52:7090,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:53:0301,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:53:3572,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:54:6143,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:54:9370,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:55:2700,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:56:0630,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:56:4081,,,,NULL,FA 52 02 04 01,
2023/12/27 12:04:56:7530,,,,NULL,FA 52 03 04 01,
2023/12/27 12:04:58:0636,,,,NULL,FA 52 01 06 01,
2023/12/27 12:04:58:3967,,,,NULL,FA 52 02 06 01,
2023/12/27 12:04:58:7187,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:04:59:4478,,,,NULL,FA 52 01 04 01,
2023/12/27 12:04:59:7928,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:00:1581,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:01:6271,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:01:9709,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:02:3041,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:02:8166,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:03:1741,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:03:5187,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:04:9233,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:05:2462,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:05:5577,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:06:1549,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:06:4662,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:06:7924,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:07:8741,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:08:2072,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:08:5316,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:09:5559,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:09:9000,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:10:2532,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:11:4900,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:11:8550,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:12:1658,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:12:8818,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:13:1992,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:13:5240,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:14:6962,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:15:0203,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:15:3531,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:16:2574,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:16:5912,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:16:9346,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:18:1116,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:18:4496,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:18:7728,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:19:6217,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:19:9766,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:20:3086,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:21:5733,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:21:9069,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:22:2394,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:22:9994,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:23:3428,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:23:6649,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:24:9273,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:25:2595,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:25:6039,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:26:4103,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:26:7546,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:27:0885,,,,NULL,FA 52 03 04 01,
2023/12/27 12:05:28:3402,,,,NULL,FA 52 01 06 01,
2023/12/27 12:05:28:6722,,,,NULL,FA 52 02 06 01,
2023/12/27 12:05:29:0266,1,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 12:05:29:7787,,,,NULL,FA 52 01 04 01,
2023/12/27 12:05:30:1223,,,,NULL,FA 52 02 04 01,
2023/12/27 12:05:30:4575,,,,NULL,FA 52 03 04 01,
