*Time,*Loop,*Phase,*Blockloop,*PowerMode,*Send_CMD,*Receive_CMD
2023/12/27 11:39:59:9580,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:01:0243,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:01:3346,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:01:6558,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:02:7061,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:03:0182,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:03:3403,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:04:3666,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:04:6788,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:05:0217,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:06:1177,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:06:4615,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:06:7743,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:07:7445,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:08:0669,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:08:3939,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:09:5417,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:09:8632,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:10:1968,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:11:0994,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:11:4316,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:11:7701,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:12:9475,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:13:2698,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:13:6127,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:14:4942,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:14:8285,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:15:1537,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:16:2053,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:16:5274,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:16:8375,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:17:8170,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:18:1510,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:18:4613,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:19:4268,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:19:7488,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:20:0709,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:21:1720,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:21:4838,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:21:8082,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:22:8146,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:23:1248,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:23:4569,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:24:5691,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:24:8799,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:25:1912,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:26:2056,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:26:5176,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:26:8404,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:27:9198,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:28:2420,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:28:5637,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:29:5386,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:29:8671,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:30:1888,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:31:2900,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:31:6119,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:31:9445,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:32:9692,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:33:2808,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:33:6036,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:34:6388,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:34:9620,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:35:2943,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:36:3097,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:36:6317,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:36:9778,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:38:0260,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:38:3600,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:38:6827,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:39:7902,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:40:1124,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:40:4233,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:41:4029,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:41:7252,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:42:0579,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:43:2130,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:43:5283,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:43:8502,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:44:7658,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:45:0872,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:45:4227,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:46:4631,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:46:7954,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:47:1204,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:48:1226,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:48:4548,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:48:7770,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:49:9487,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:50:2828,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:50:6150,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:51:4956,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:51:8283,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:52:1440,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:53:0359,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:53:3471,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:53:6722,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:54:8501,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:55:1603,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:55:4829,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:56:4381,,,,NULL,FA 52 01 06 01,
2023/12/27 11:40:56:7591,,,,NULL,FA 52 02 06 01,
2023/12/27 11:40:57:0702,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:40:58:2035,,,,NULL,FA 52 01 04 01,
2023/12/27 11:40:58:5353,,,,NULL,FA 52 02 04 01,
2023/12/27 11:40:58:8471,,,,NULL,FA 52 03 04 01,
2023/12/27 11:40:59:8082,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:00:1417,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:00:4540,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:01:5463,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:01:8556,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:02:1789,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:03:1327,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:03:4531,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:03:7627,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:04:9075,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:05:2286,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:05:5720,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:06:6179,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:06:9503,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:07:2620,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:08:2864,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:08:5965,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:08:9176,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:09:9611,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:10:2941,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:10:6269,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:11:6506,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:11:9844,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:12:3055,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:13:3826,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:13:6938,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:14:0257,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:15:0272,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:15:3422,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:15:6747,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:16:7873,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:17:1096,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:17:4316,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:18:3671,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:18:7095,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:19:0316,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:20:1286,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:20:4606,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:20:7846,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:21:7643,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:22:0856,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:22:4197,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:23:5087,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:23:8189,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:24:1620,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:25:1423,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:25:4757,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:25:7984,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:26:8091,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:27:1421,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:27:4542,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:28:4682,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:28:8005,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:29:1134,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:30:0349,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:30:3451,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:30:6772,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:31:8325,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:32:1537,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:32:4648,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:33:4688,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:33:8023,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:34:1126,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:35:2034,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:35:5355,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:35:8458,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:36:7772,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:37:0984,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:37:4544,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:38:5774,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:38:8996,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:39:2206,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:40:2162,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:40:5382,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:40:8813,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:41:9586,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:42:2804,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:42:6277,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:43:6208,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:43:9539,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:44:2754,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:45:3332,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:45:6533,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:45:9762,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:47:0308,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:47:3647,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:47:6867,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:48:6772,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:48:9891,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:49:3103,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:50:4214,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:50:7485,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:51:0976,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:52:0668,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:52:4099,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:52:7203,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:53:8880,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:54:2037,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:54:5501,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:55:4529,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:55:7638,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:56:1086,,,,NULL,FA 52 03 04 01,
2023/12/27 11:41:57:2745,,,,NULL,FA 52 01 06 01,
2023/12/27 11:41:57:5988,,,,NULL,FA 52 02 06 01,
2023/12/27 11:41:57:9539,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:41:58:8455,,,,NULL,FA 52 01 04 01,
2023/12/27 11:41:59:1689,,,,NULL,FA 52 02 04 01,
2023/12/27 11:41:59:5059,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:00:6468,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:00:9700,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:01:2810,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:02:2053,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:02:5155,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:02:8156,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:03:7298,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:04:0298,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:04:3504,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:05:5589,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:05:8707,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:06:2039,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:07:2092,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:07:5194,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:07:8306,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:08:9216,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:09:2440,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:09:5659,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:10:5856,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:10:9089,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:11:2329,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:12:3012,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:12:6257,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:12:9363,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:13:9386,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:14:2487,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:14:5931,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:15:6719,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:16:0090,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:16:3310,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:17:3563,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:17:6675,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:17:9895,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:19:0347,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:19:3492,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:19:6709,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:20:7552,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:21:0772,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:21:3992,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:22:4015,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:22:7383,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:23:0498,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:24:1289,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:24:4390,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:24:7491,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:25:7290,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:26:0616,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:26:3879,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:27:5677,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:27:9008,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:28:2368,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:29:1066,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:29:4310,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:29:7469,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:30:9026,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:31:2477,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:31:5688,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:32:4972,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:32:8200,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:33:1652,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:34:3342,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:34:6670,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:35:0010,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:35:8486,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:36:1818,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:36:5029,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:37:4939,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:37:8043,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:38:1262,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:39:2031,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:39:5131,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:39:8233,,,,NULL,FA 52 03 04 01,
2023/12/27 11:42:40:8484,,,,NULL,FA 52 01 06 01,
2023/12/27 11:42:41:1595,,,,NULL,FA 52 02 06 01,
2023/12/27 11:42:41:4803,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:42:42:5707,,,,NULL,FA 52 01 04 01,
2023/12/27 11:42:42:8816,,,,NULL,FA 52 02 04 01,
2023/12/27 11:42:43:2148,,,,NULL,FA 52 03 04 01,
